N ,L1,,Sicherung,mm^2,L2,,Sicherung,mm^2,L3,,Sicherung,mm^2
23,CEE,#VALUE!,16 AB ,"2,5",Rolloret,#VALUE!,16 AB ,"2,5",Rolloret,#VALUE!,16 AB ,"2,5"
23,Rolloret,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16 AB ,"2,5"
23,CEE 16A,#VALUE!,16 AB ,"2,5",CEE 16 Reserve.,#VALUE!,16 AB ,"2,5",CEE 16 Reserve.,#VALUE!,16 AB ,"2,5"
23,CEE 16 Reserve.,#VALUE!,16 AB ,"2,5",,,,,,,,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,"2,5"
24,Meldung Unterspannung an DDC,-0F1-3,16A/6A,"1,5",Meldung Unterspannung ab DDC,-0F1-3,16A/6A,"1,5",Meldung Unterspannung ab DDC,-0F1-3,16A/6A,"2,5"
24,Res.,0,10AB ,"1,5",Res.,0,10AB ,"1,5",Res.,0,10AB ,"2,5"
24,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,
24,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,
24,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,
24,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,
24,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16AB ,
24,Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"1,5"
24,Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5",Festanschluss WV Schleuse,#VALUE!,16AB ,"1,5"
24,Festanschluss WV Schleuse,#VALUE!,16AB ,"2,5",Festanschluss WV Schleuse,#VALUE!,16AB ,"2,5",Festanschluss WV spule,#VALUE!,32AB,"1,5"
24,Festanschluss WV spule,#VALUE!,32AB,6,Festanschluss WV spule,#VALUE!,32AB,6,Res.,#VALUE!,16 AB ,"1,5"
24,Res.,0,10AB ,"1,5",uber Spuhle,0,16 AB ,"2,5",Res.,-26023,16 AB ,"1,5"
24,kuhlschrank,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5"
24,Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5"
24,Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",Res.,0,16 AB ,"2,5"
24,Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",Res.,0,16 AB ,"2,5"
24,Res.,0,16 AB ,"2,5",Res.,0,16 AB ,"2,5",RWH Schrank,#VALUE!,16 AB ,6
24,Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5"
24,Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5"
24,Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5"
24,Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",,,,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,"2,5"
,,,,,,,,,,,,
,,,,,,,,,,,,
25,Res.,0,10AB ,"1,5",Res.,0,10AB ,"1,5",Res.,0,10AB ,"2,5"
25,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,
25,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,
25,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,
25,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,-,"2,5",Res.,#VALUE!,16 AB ,
25,Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5"
25,Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5",Festanschluss WV Schleuse,#VALUE!,16AB ,"2,5"
25,Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5",Festanschluss WV Schleuse,#VALUE!,16AB ,"2,5"
25,Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5",Festanschluss WV Schleuse,#VALUE!,16AB ,"2,5"
25,neben Flureingang,#VALUE!,16AB ,"2,5",provisorische Not-Bel,#VALUE!,16AB ,"2,5",Res.,0,16AB ,"2,5"
25,Res.,0,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5"
25,Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5"
25,Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5",Res.,#VALUE!,16AB ,"2,5"
25,Res.,0,16 AB ,"2,5",Res.,0,16 AB ,"2,5",Res.,0,16 AB ,"2,5"
25,Res.,0,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5",Res.,#VALUE!,16 AB ,"2,5"
25,EDV Schrank 009,#VALUE!,16 AB ,"2,5",Pumpe Waschbecken,#VALUE!,16 AB ,"2,5",Reserve ,#VALUE!,16 AB ,"2,5"
25,Notlicht Gruppenvers.- gerät,#VALUE!,16 AB ,"2,5",Notlicht Gruppenvers.- gerät,#VALUE!,16 AB ,"2,5",Notlicht Gruppenvers.- gerät,#VALUE!,16 AB ,"2,5"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
26,Res.,0,10AB ,"1,5",Res.,0,10AB ,"1,5",Res.,0,10AB ,"1,5"
26,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5"
26,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5"
26,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5"
26,Res,#VALUE!,10AB ,"1,5",Res,#VALUE!,10AB ,"1,5",Res,#VALUE!,10AB ,"1,5"
26,Res.,#VALUE!,10AB ,"1,5",Res.,#VALUE!,10AB ,"1,5",CEE,#VALUE!,16AB ,"2,5"
26,CEE,#VALUE!,16AB ,"2,5",CEE,#VALUE!,16AB ,"2,5",CEE,#VALUE!,16AB ,"2,5"
26,CEE,#VALUE!,16AB ,"2,5",CEE,#VALUE!,16AB ,"2,5",Festanschluß Tor5,#VALUE!,16AB ,"2,5"
26,Festanschluß Tor5,#VALUE!,16AB ,"2,5",Festanschluß Tor5,#VALUE!,16AB ,"2,5",Festanschluß Tor4,#VALUE!,16AB ,"2,5"
26,Festanschluß Tor4,#VALUE!,16AB ,"2,5",Festanschluß Tor4,#VALUE!,16AB ,"2,5",Festanschluß Tor3,#VALUE!,16AB ,"2,5"
26,Festanschluß Tor3,#VALUE!,16AB ,"2,5",Festanschluß Tor3,#VALUE!,16AB ,"2,5",Klima,0,16AB ,"2,5"
26,Durchgangsbel.,#VALUE!,10 AB ,"1,5",Doppelsteckdose Ladestation bei Torschleier für Lade Erhaltung,0,16AB ,"2,5","Bel. Tor 4,5,6,7 Hofbeleuchtung Vordach",#VALUE!,16AB ,"2,5"
26,Zeitnahme ,#VALUE!,16AB ,"2,5",Doppelsteckdose Ladestation bei Torschleier für Lade Erhaltung,#VALUE!,16 AB ,"2,5",Netzlei | Steckd. allgm,#VALUE!,16AB ,"2,5"
26,Steckd. allgm Pausensignal außen ,#VALUE!,16AB ,"2,5",Steckd. allgm Res ,#VALUE!,16AB ,"2,5",Steckd allgm.,#VALUE!,16AB ,"2,5"
26,Steckd. allgm  Res ,#VALUE!,16AB ,"2,5",Steckd. allgm Res ,#VALUE!,16AB ,"2,5",Reserve ,0,16AB ,"2,5"
26,Reserve ,0,16AB ,"2,5",Reserve ,0,16AB ,"2,5",Notlicht Gruppenvers.- gerät,0,16AB ,"2,5"
26,Notlicht Gruppenvers.- gerät,0,16AB ,"2,5",Notlicht Gruppenvers.- gerät,0,16AB ,"2,5",CEE 16A Papierpresse,#VALUE!,16AB ,"2,5"
26,CEE 16A Papierpresse,#VALUE!,16AB ,"2,5",CEE 16A Papierpresse,#VALUE!,16AB ,"2,5",,,,
,,,,,,,,,,,,
32,Bürofläche 002 1.OG,0,10 AB ,"1,5",Bürofläche 002 1.OG,#VALUE!,10 AB ,"1,5",Bürofläche 002 1.OG,#VALUE!,10 AB ,"1,5"
32,Taster örtlich ,0,10 AB ,"1,5",Taster örtlich ,#VALUE!,10 AB ,"1,5",Taster örtlich ,#VALUE!,10 AB ,"1,5"
32,Reserve ,#VALUE!,10 AB ,"1,5",EDV-VT 1.OG Raum 003 Technik-001 1.OG,#VALUE!,10 AB ,"1,5",Reserve ,#VALUE!,10 AB ,"1,5"
32,Besprechungsraum 2-fach U.P,#VALUE!,10 AB ,"1,5",Reserve Border,#VALUE!,10 AB ,"1,5",Taster örtlich ,#VALUE!,10 AB ,"1,5"
32,Bürofläche 007 EG ,#VALUE!,10 AB ,"1,5",Bürofläche 007 EG ,#VALUE!,10 AB ,"1,5",Reserve Küche,#VALUE!,10 AB ,"1,5"
32,Taster örtlich ,#VALUE!,10 AB ,"1,5",Taster örtlich ,#VALUE!,10 AB ,"1,5",Bürofläche 007 EG ,#VALUE!,10 AB ,"1,5"
32,Raum 009 EG,#VALUE!,10 AB ,"1,5",Flur 008 EG ,#VALUE!,10 AB ,"1,5",Taster örtlich ,#VALUE!,10 AB ,"1,5"
32,WC-H 001 EG ,#VALUE!,10 AB ,"1,5",Taster örtlich ,#VALUE!,10 AB ,"1,5",Raum 004 EG Raum 006 EG ,#VALUE!,10 AB ,"1,5"
32,Reserve ,#VALUE!,16 AB ,"2,5",Flur 003 EG,#VALUE!,10 AB ,"1,5",Reserve,#VALUE!,10 AB ,"1,5"
32,AE 1.OG,0,16 AB ,"2,5",Taster örtlich ,#VALUE!,10 AB ,"1,5",AE 1.OG,0,16 AB ,"2,5"
32,Putzsteckdose 1.OG Bürofläche,#VALUE!,16 AB ,"2,5",AE 1.OG,#VALUE!,16 AB ,"2,5",Putzsteckdose 1.OG,#VALUE!,16 AB ,"2,5"
32,EDV-VT 1-OG DOC Wand,#VALUE!,16 AB ,"2,5",AE 1.OG,#VALUE!,16 AB ,"2,5",EDV-VT 1.OG Doc Tür ,#VALUE!,16 AB ,"2,5"
32,AE -EG Bürofläche ,#VALUE!,16 AB ,"2,5",Reserve Küche,-26023,16 AB ,"2,5",AE EG,#VALUE!,16 AB ,"2,5"
32,AE-EG,#VALUE!,16 AB ,"2,5",Reserve Klima ,#VALUE!,16 AB ,"2,5",AE-EG Bürofläche ,#VALUE!,16 AB ,"2,5"
32,AE-EG,#VALUE!,16 AB ,"1,5",AE-EG,#VALUE!,16 AB ,"2,5",Putzsteckdose Raum 004 EG Raum 006 EG ,#VALUE!,16 AB ,"2,5"
32,Getränke 1 ,#VALUE!,16 AB ,"1,5",Putzsteckdose ,#VALUE!,16 AB ,"2,5",Urinal WC-Herren ,#VALUE!,16 AB ,"2,5"
32,Getränke 2 ,#VALUE!,16 AB ,"1,5",Klimagerät EDV Raum ,0,16 AB ,"2,5",Arbeitssteckdose ,#VALUE!,16 AB ,"2,5"
32,Teeküche ,#VALUE!,16 AB ,"1,5",Reserve,#VALUE!,16 AB ,"2,5",Durchlauferhiitzer Damen WC EG,#VALUE!,35A,
32,Durchlauferhiitzer Damen WC EG,#VALUE!,35A,,Geschirrspüler ,#VALUE!,16 AB ,"2,5",,,,
32,,,,,Getränke 3 ,#VALUE!,16 AB ,"2,5",,,,
32,,,,,Durchlauferhiitzer Damen WC EG,#VALUE!,35A,,,,,
,,,,,,,,,,,,
33,Außenbildungswerkstatt 004 EG Reserve A-Box auf Trasse,0,10 AB ,"1,5",Ausbildung Schulung 003 EG Reserve A-Box auf Trasse ,#VALUE!,10 AB ,"1,5",Kundenend. Werkstatt 001 EG ,#VALUE!,10 AB ,"1,5"
33,Kunden. Werkstatt 001 EG Reserve A box Trasse,#VALUE!,10 AB ,"1,5",Kundendienst Messraum 002 EG ,#VALUE!,10 AB ,"1,5",Küche inclusive Labor Doppelstecke ,#VALUE!,C16A,"1,5"
33,Taster örtlich ,#VALUE!,10 AB ,"1,5",3x Küche inclusive Labor 1 ,#VALUE!,C16A,"2,5",AE Büro OG,#VALUE!,16 AB ,"1,5"
33,Küche inclusive Labor A,#VALUE!,C16A,"2,5",AE Ausbildung Schulungsraum ,#VALUE!,16 AB ,"2,5",AE Ausbildung Schulungsraum ,#VALUE!,16 AB ,"2,5"
33,AE Büro OG,#VALUE!,16 AB ,"2,5",Reserve A-Box auf Trasse,#VALUE!,C16A,"2,5",Reserve A-Box auf Trasse,#VALUE!,16 AB ,"2,5"
33,Ausbildung. Werkstatt | Kanalsteckdosen ,#VALUE!,C10A,"1,5",Büro 002 ,#VALUE!,10 AB ,1.5,Reserve ,#VALUE!,10 AB ,1.5
33,Büro 10 OG,#VALUE!,16 AB ,"2,5",Taster örtlich ,#VALUE!,10 AB ,1.5,Reserve,#VALUE!,10 AB ,1.5
33,Büro 002,#VALUE!,10 AB ,"1,5",Büro 002 ,#VALUE!,10 AB ,1.5,AE Büro OG,#VALUE!,16 AB ,"2,5"
33,Taster örtlich ,#VALUE!,10 AB ,"1,5",Taster örtlich ,#VALUE!,10 AB ,1.5,Ae Büro OG,#VALUE!,16 AB ,"2,5"
33,Büro 002 ,#VALUE!,10 AB ,"1,5",Notbeleuchtung ,#VALUE!,10 AB ,"1,5",AE Büro OG,#VALUE!,16 AB ,"2,5"
33,Taster örtlich ,#VALUE!,10 AB ,"1,5",AE Büro OG,#VALUE!,16 AB ,"2,5",Klima Qmm,0,16 AB ,"2,5"
33,Hebeanlage ,#VALUE!,10 AB ,"1,5",Ae Büro OG,#VALUE!,16 AB ,"2,5",Res,#VALUE!,16 AB ,"2,5"
33,Reserve ,#VALUE!,10 AB ,"1,5",AE,#VALUE!,16 AB ,"2,5",Res,#VALUE!,16 AB ,"2,5"
33,AE Büro OG ,#VALUE!,16 AB ,"2,5",Klima Qmm,0,16 AB ,"2,5",Ausb. Werkstatt 004 Projektor ,0,16 AB ,"2,5"
33,AE Büro OG ,#VALUE!,16 AB ,"2,5",Res,#VALUE!,16 AB ,"2,5",Ausb Werkstatt CEE 16 A Kreissäge ,-26023,16 AB ,"2,5"
33,AE,#VALUE!,16 AB ,"2,5",Res,#VALUE!,16 AB ,"2,5",Ausb Werkstatt CEE 16 A Fräßmaschine,#VALUE!,16 AB ,"2,5"
33,Klima Qmm,0,16 AB ,"2,5",Ausb. Werkstatt 004 Werkbank ,#VALUE!,16 AB ,"2,5",Ausb Werkstatt CEE 16 A Drehmaschine ,#VALUE!,16 AB ,"2,5"
33,Res,#VALUE!,16 AB ,"2,5",Ausb Werkstatt CEE 16 A Kreissäge ,-26023,16 AB ,"2,5",Reserve ,#VALUE!,16 AB ,"2,5"
33,Res,#VALUE!,16 AB ,"2,5",Ausb Werkstatt CEE 16 A Fräßmaschine,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
33,Putzstecldose EG,#VALUE!,16 AB ,"2,5",Ausb Werkstatt CEE 16 A Drehmaschine ,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
33,Reserve ,#VALUE!,16 AB ,"2,5",Ausb Werkstatt CEE 16 A Schleifbock Lampe  ,#VALUE!,16 AB ,"2,5",Reserve,#NAME?,16 AC,"2,5"
33,Ausb Werkstatt CEE 16 A Kreissäge ,-26023,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Reserve,#NAME?,16 AC,"2,5"
33,Ausb Werkstatt CEE 16 A Fräßmaschine,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",Ausb. Werkstatt 004 ehem.,#VALUE!,16 AB ,"2,5"
33,Ausb Werkstatt CEE 16 A Drehmaschine ,#VALUE!,16 AB ,"2,5",Reserve,#NAME?,16 AC,"2,5",E-301d-UV-EG-01-40.1,#NAME?,16 AC ,"2,5"
33,Reserve,#VALUE!,16 AB ,"2,5",Reserve,#NAME?,16 AC,"2,5",Reserve ,#NAME?,16 AC ,"2,5"
33,Reserve,#VALUE!,16 AB ,"2,5",Aus. Werkstatt 004 Labor 1 Kanal Fenster ,#VALUE!,16 AB ,"2,5",Reserve ,#NAME?,16 AC ,"2,5"
33,Reserve,#NAME?,16 AC,"2,5",Ausb. Werkstatt 004 ,0,16 AB ,"2,5",Kundendienst Werkst. 001 AE Fenster Mitte ,#VALUE!,16 AB ,"2,5"
33,Reserve,#NAME?,16 AC,"2,5",E-301d-UV-EG-01-40.1,#NAME?,16 AC ,"2,5",Reserve ,#VALUE!,16 AB ,"2,5"
33,Aus. Werkstatt 004 ,#VALUE!,16 AB ,"2,5",Reserve ,#NAME?,16 AC ,"2,5",KD-Messraum 002 Lüftungsanlage ,#VALUE!,16 AB ,"2,5"
33,E-301d-UV-01-38,0,16 AB ,"2,5",Reserve ,#NAME?,16 AC ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
33,E-301d-UV-EG-01-40.1,#NAME?,16 AC ,"2,5",Kundendienst Werkst. 001Schreibtisch ,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
33,Reserve ,#NAME?,16 AC ,"2,5",Reserve ,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5"
33,Reserve ,#NAME?,16 AC ,"2,5",KD-Messraum 002 Lüftungsanlage ,#VALUE!,16 AB ,"2,5",KD Messraum 002 CE 16 A,#VALUE!,16 AB ,"2,5"
33,Kundendienst Werkst. 001 AE Fenster rechts,0,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",KD Messraum 002 AE-Kanal ,#VALUE!,16 AB ,"2,5"
33,Reserve ,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",,,,
33,Reserve ,#VALUE!,16 AB ,"2,5",A Box in 5VC 2 an der Bühne ,#VALUE!,16 AB ,"2,5",,,,
33,KD-Messraum 002 Lüftungsanlage ,#VALUE!,16 AB ,"2,5",KD Messraum 002 CE 16 A,#VALUE!,16 AB ,"2,5",,,,
33,Reserve,#VALUE!,16 AB ,"2,5",KD Messraum 002 AE-Wand ,#VALUE!,16 AB ,"2,5",,,,
33,Reserve,#VALUE!,16 AB ,"2,5",,,,,,,,
33,Klimaschrank -IC Flur. ,#VALUE!,16 AB ,"2,5",,,,,,,,
33,KD Messraum 002 CE 16 A,#VALUE!,16 AB ,"2,5",,,,,,,,
33,KD Messraum 002 Raum ,#VALUE!,16 AB ,"2,5",,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
34,A1,0,10AB ,"1,5",B1,#VALUE!,10AB ,"1,5",Notbeleuchtung,#VALUE!,10AB ,"1,5"
34,Treppe taster ortlich,#VALUE!,10AB ,"1,5",Notbel. Flur 301.A,#VALUE!,16AB ,"2,5",Reserve ,#VALUE!,16 AB ,"1,5"
34,Druckanzeiger schallraum,#VALUE!,10AB ,"1,5",Werkbank,#VALUE!,16 AB ,"2,5",Steckd. 230v/16A,#VALUE!,16 AB ,"2,5"
34,klimagerat,#VALUE!,16 AB ,"2,5",Steckd. 230v/16A 4,#VALUE!,16 AB ,"2,5",Res.,0,10AN,"1,5"
34,Steckd. 230v /16A,#VALUE!,16 AB ,"2,5",Steckd. 230v /16A,#VALUE!,16 AB ,"2,5",Steckd. 230v /16A,#VALUE!,16 AB ,"2,5"
34,Steckd. 230v /16A,#VALUE!,16 AB ,"2,5",Werknank 5,#VALUE!,16 AB ,"2,5",Aof trasse,#VALUE!,16 AB ,"2,5"
34,Steckd. 230v /16A,#VALUE!,16 AB ,"2,5",Steckd. 230v /16A,#VALUE!,16 AB ,"2,5",Steckd. 230v /16A,0,16 AB ,"2,5"
34,Steckd. 230v /16A,0,16 AB ,"2,5",Steckd. 230v /16A,0,16 AB ,"2,5",Steckd. 230v /16A,0,16 AB ,"2,5"
34,Steckd. 230v /16A,#VALUE!,16 AB ,"2,5",Reserve Trasse,#VALUE!,16 AB ,"2,5",CEE 16A,#VALUE!,16AB ,"2,5"
34,CEE 16A,#VALUE!,16AB ,"2,5",CEE 16A,#VALUE!,16AB ,"2,5",CEE 16A AOT trasse,#VALUE!,16AB ,"2,5"
34,CEE 16A AOT trasse,#VALUE!,16AB ,"2,5",CEE 16A AOT trasse,#VALUE!,16AB ,"2,5",CEE 16A AOT trasse,#VALUE!,16AB ,"2,5"
34,CEE 16A AOT trasse,#VALUE!,16AB ,"2,5",CEE 16A AOT trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5"
34,CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5"
34,CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5"
34,CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5"
34,CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5"
34,CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,#VALUE!,16AB ,"2,5",CEE 16A Reserve ann Trasse,0,16AB ,"2,5"
34,CEE 16A Reserve ann Trasse,0,16AB ,"2,5",CEE 16A Reserve ann Trasse,0,16AB ,"2,5",CEE 16A,#VALUE!,16AB ,"2,5"
34,CEE 16A,#VALUE!,16AB ,"2,5",CEE 16A,#VALUE!,16AB ,"2,5",CEE 16A Treppe,#VALUE!,16AB ,"2,5"
34,CEE 16A Treppe,#VALUE!,16AB ,"2,5",CEE 16A Treppe,#VALUE!,16AB ,"2,5",Festanschluss 400V / 16A Reserve an Trasse,#VALUE!,16AB ,"2,5"
34,Festanschluss 400V / 16A Reserve an Trasse,#VALUE!,16AB ,"2,5",Festanschluss 400V / 16A Reserve an Trasse,#VALUE!,16AB ,"2,5",CEE 16A Treppe,#VALUE!,16AB ,"2,5"
34,CEE 16A Treppe,#VALUE!,16AB ,"2,5",CEE 16A Treppe,#VALUE!,16AB ,"2,5",Festanschluss 400V/ 16A Drehbanke,#VALUE!,16AB ,"2,5"
34,Festanschluss 400V/ 16A Drehbanke,#VALUE!,16AB ,"2,5",Festanschluss 400V/ 16A Drehbanke,#VALUE!,16AB ,"2,5",Reserve an Trasse,#VALUE!,16AB ,"2,5"
34,Reserve an Trasse,#VALUE!,16AB ,"2,5",Reserve an Trasse,#VALUE!,16AB ,"2,5",Reserve an Trasse,#VALUE!,16AB ,"2,5"
34,Reserve an Trasse,#VALUE!,16AB ,"2,5",Reserve an Trasse,#VALUE!,16AB ,"2,5",Reserve,#VALUE!,16AB ,"2,5"
34,Reserve,#VALUE!,16AB ,"2,5",Reserve,#VALUE!,16AB ,"2,5",CEE 16A Werbank 4,#VALUE!,16AB ,"2,5"
34,CEE 16A Werbank 4,#VALUE!,16AB ,"2,5",CEE 16A Werbank 4,#VALUE!,16AB ,"2,5",CEE 16A Werbank 5,#VALUE!,16AB ,"2,5"
34,CEE 16A Werbank 5,#VALUE!,16AB ,"2,5",CEE 16A Werbank 5,#VALUE!,16AB ,"2,5",CEE 16A Werbank 6,#VALUE!,16AB ,"2,5"
34,CEE 16A Werbank 6,#VALUE!,16AB ,"2,5",CEE 16A Werbank 6,#VALUE!,16AB ,"2,5",CEE 16A Werbank 1,#VALUE!,16AB ,"2,5"
34,CEE 16A Werbank 1,#VALUE!,16AB ,"2,5",CEE 16A Werbank 1,#VALUE!,16AB ,"2,5",Reserve an Trasse,#VALUE!,16AB ,"2,5"
34,Reserve an Trasse,#VALUE!,16AB ,"2,5",Reserve an Trasse,#VALUE!,16AB ,"2,5",CEE 16A,#VALUE!,16AB ,"2,5"
34,CEE 16A,#VALUE!,16AB ,"2,5",CEE 16A,#VALUE!,16AB ,"2,5",Defekt,#VALUE!,16AB ,"2,5"
34,Defekt,#VALUE!,16AB ,"2,5",Defekt,#VALUE!,16AB ,"2,5",CEE 16A,#VALUE!,16AB ,"2,5"
34,CEE 16A,#VALUE!,16AB ,"2,5",CEE 16A,#VALUE!,16AB ,"2,5",Reserve,#VALUE!,16AB ,"2,5"
34,Reserve,#VALUE!,16AB ,"2,5",Reserve,#VALUE!,16AB ,"2,5",Reserve,#VALUE!,16AB ,"2,5"
34,Reserve,#VALUE!,16AB ,"2,5",Reserve,#VALUE!,16AB ,"2,5",Reserve,#VALUE!,16AB ,"2,5"
34,Reserve,#VALUE!,16AB ,"2,5",Reserve,#VALUE!,16AB ,"2,5",CEE 32A,0,63A/,6
34,CEE 32A,0,63A/,6,CEE 32A,0,63A/,6,Reserve A-Box auf Trasse,0,63A/35A,6
34,Reserve A-Box auf Trasse,0,63A/35A,6,Reserve A-Box auf Trasse,0,63A/35A,6,CEE 63A auf Trasse,0,63A/,16
34,CEE 63A auf Trasse,0,63A/,16,CEE 63A auf Trasse,0,63A/,16,Reserve an Trasse,0,63A/,16
34,Reserve an Trasse,0,63A/,16,Reserve an Trasse,0,63A/,16,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
35,Druckluftanzeiger 1,0,NH1/160A,70,Druckluftanzeiger 1,0,NH1/160A,70,Druckluftanzeiger 1,0,NH1/160A,70
35,Druckluftanzeiger 2,0,NH1/160A,70,Druckluftanzeiger 2,0,NH1/160A,70,Druckluftanzeiger 2,0,NH1/160A,70
35,Druckluftanzeiger 3,0,NH1/160A,70,Druckluftanzeiger 3,0,NH1/160A,70,Druckluftanzeiger 3,0,NH1/160A,70
35,Reserve,0,63A,16,Reserve,0,63A,16,Reserve,0,63A,16
35,CEE 16A,0,63A/35A,16,CEE 16A,0,63A/35A,16,CEE 16A,0,63A/35A,16
35,Res.,0,63A/,16,Res.,0,63A/,16,Res.,0,63A/,16
35,Reserve. Trockner rechts 2,0,63A/,16,Reserve. Trockner rechts 2,0,63A/,16,Reserve. Trockner rechts 2,0,63A/,16
35,Absorpitionstrockner 1,#VALUE!,16 AB ,"2,5",Absorpitionstrockner 2,#VALUE!,16 AB ,"2,5",VErbundssteuerung Sch-schrank,#VALUE!,16 AB ,"2,5"
35,Absorpitionstrockner 2,#VALUE!,16 AB ,"2,5",Reserve,#VALUE!,16 AB ,"2,5",,,,
